Part 1: 248396258
Hand: 23758, Bet: 416, Type:1
Hand: Q94QQ, Bet: 113, Type:4
Hand: Q9979, Bet: 302, Type:4
Hand: Q9T99, Bet: 244, Type:4
Hand: QT3TT, Bet: 42, Type:4
Hand: QT4QQ, Bet: 864, Type:4
Hand: QTQ3Q, Bet: 981, Type:4
Hand: QTQKJ, Bet: 802, Type:4
Hand: QJ86J, Bet: 840, Type:4
Hand: QQ93J, Bet: 435, Type:4
Hand: QQ98Q, Bet: 267, Type:4
Hand: QQJ5A, Bet: 776, Type:4
Hand: QQQA8, Bet: 466, Type:4
Hand: QKQJA, Bet: 507, Type:4
Hand: QAQQ6, Bet: 898, Type:4
Hand: K4JA4, Bet: 639, Type:4
Hand: K4QJK, Bet: 262, Type:4
Hand: K4QQQ, Bet: 246, Type:4
Hand: K522J, Bet: 308, Type:4
Hand: K5KK7, Bet: 342, Type:4
Hand: K6966, Bet: 204, Type:4
Hand: KTTT8, Bet: 546, Type:4
Hand: KJ88A, Bet: 549, Type:4
Hand: KK7K6, Bet: 94, Type:4
Hand: KKK37, Bet: 853, Type:4
Hand: KKK87, Bet: 25, Type:4
Hand: KKA5J, Bet: 251, Type:4
Hand: KKAKT, Bet: 151, Type:4
Hand: KA777, Bet: 264, Type:4
Hand: KA999, Bet: 442, Type:4
Hand: KAKK9, Bet: 410, Type:4
Hand: A28J8, Bet: 167, Type:4
Hand: A28AA, Bet: 555, Type:4
Hand: A33K3, Bet: 869, Type:4
Hand: A4744, Bet: 105, Type:4
Hand: A66TJ, Bet: 368, Type:4
Hand: A6JQA, Bet: 252, Type:4
Hand: A888K, Bet: 845, Type:4
Hand: AA32A, Bet: 713, Type:4
Hand: AA58J, Bet: 933, Type:4
Hand: AAJ45, Bet: 866, Type:4
Hand: AAA48, Bet: 39, Type:4
Hand: AAA69, Bet: 690, Type:4
Hand: 22233, Bet: 986, Type:5
Hand: 22277, Bet: 542, Type:5
Hand: 22T2T, Bet: 877, Type:5
Hand: 22QQQ, Bet: 467, Type:5
Hand: 25225, Bet: 311, Type:5
Hand: 28288, Bet: 752, Type:5
Hand: 2TT2T, Bet: 579, Type:5
Hand: 2JQ2Q, Bet: 619, Type:5
Hand: 2JA2A, Bet: 509, Type:5
Hand: 33322, Bet: 965, Type:5
Hand: 33377, Bet: 180, Type:5
Hand: 333AA, Bet: 582, Type:5
Hand: 33663, Bet: 41, Type:5
Hand: 3388J, Bet: 331, Type:5
Hand: 34334, Bet: 259, Type:5
Hand: 355J3, Bet: 341, Type:5
Hand: 3T3TT, Bet: 236, Type:5
Hand: 42422, Bet: 45, Type:5
Hand: 44343, Bet: 788, Type:5
Hand: 46646, Bet: 11, Type:5
Hand: 48484, Bet: 56, Type:5
Hand: 48884, Bet: 708, Type:5
Hand: 499J4, Bet: 979, Type:5
Hand: 4TT4T, Bet: 741, Type:5
Hand: 4J422, Bet: 954, Type:5
Hand: 4J4AA, Bet: 591, Type:5
Hand: 52552, Bet: 107, Type:5
Hand: 53353, Bet: 208, Type:5
Hand: 54454, Bet: 14, Type:5
Hand: 54554, Bet: 987, Type:5
Hand: 55656, Bet: 360, Type:5
Hand: 55858, Bet: 928, Type:5
Hand: 56665, Bet: 134, Type:5
Hand: 59595, Bet: 201, Type:5
Hand: 5T5JT, Bet: 20, Type:5
Hand: 66226, Bet: 490, Type:5
Hand: 66868, Bet: 432, Type:5
Hand: 668J8, Bet: 970, Type:5
Hand: 67676, Bet: 92, Type:5
Hand: 67767, Bet: 451, Type:5
Hand: 69J69, Bet: 332, Type:5
Hand: 6J464, Bet: 254, Type:5
Hand: 6QQ66, Bet: 646, Type:5
Hand: 6AA6A, Bet: 937, Type:5
Hand: 72727, Bet: 419, Type:5
Hand: 775J5, Bet: 706, Type:5
Hand: 777TT, Bet: 962, Type:5
Hand: 77QJQ, Bet: 6, Type:5
Hand: 78788, Bet: 189, Type:5
Hand: 79979, Bet: 489, Type:5
Hand: 7J7KK, Bet: 812, Type:5
Hand: 82822, Bet: 935, Type:5
Hand: 87778, Bet: 695, Type:5
Hand: 8844J, Bet: 192, Type:5
Hand: 88833, Bet: 851, Type:5
Hand: 888KK, Bet: 85, Type:5
Hand: 88Q8Q, Bet: 841, Type:5
Hand: 89889, Bet: 919, Type:5
Hand: 89899, Bet: 767, Type:5
Hand: 8Q8QJ, Bet: 316, Type:5
Hand: 8QQQ8, Bet: 407, Type:5
Hand: 8K8KK, Bet: 610, Type:5
Hand: 922J9, Bet: 69, Type:5
Hand: 93339, Bet: 396, Type:5
Hand: 93939, Bet: 336, Type:5
Hand: 94494, Bet: 770, Type:5
Hand: 95995, Bet: 808, Type:5
Hand: 96669, Bet: 174, Type:5
Hand: 97779, Bet: 182, Type:5
Hand: 99222, Bet: 886, Type:5
Hand: 99449, Bet: 669, Type:5
Hand: 99966, Bet: 172, Type:5
Hand: 9T9T9, Bet: 250, Type:5
Hand: 9A99A, Bet: 830, Type:5
Hand: 9AJ9A, Bet: 102, Type:5
Hand: T333T, Bet: 932, Type:5
Hand: T4T44, Bet: 203, Type:5
Hand: T5T55, Bet: 28, Type:5
Hand: T5T5T, Bet: 354, Type:5
Hand: T6TT6, Bet: 561, Type:5
Hand: T8T8T, Bet: 943, Type:5
Hand: T99JT, Bet: 709, Type:5
Hand: TT888, Bet: 1, Type:5
Hand: TTT99, Bet: 76, Type:5
Hand: TTJ22, Bet: 32, Type:5
Hand: TTKKT, Bet: 573, Type:5
Hand: J2828, Bet: 533, Type:5
Hand: J2K2K, Bet: 241, Type:5
Hand: J4455, Bet: 912, Type:5
Hand: J4747, Bet: 806, Type:5
Hand: J5656, Bet: 353, Type:5
Hand: J7373, Bet: 520, Type:5
Hand: J9797, Bet: 796, Type:5
Hand: Q222Q, Bet: 944, Type:5
Hand: Q333Q, Bet: 370, Type:5
Hand: Q4Q44, Bet: 896, Type:5
Hand: Q4QJ4, Bet: 411, Type:5
Hand: Q66QQ, Bet: 258, Type:5
Hand: Q7Q7Q, Bet: 958, Type:5
Hand: Q99Q9, Bet: 456, Type:5
Hand: QTTTQ, Bet: 749, Type:5
Hand: QTTQQ, Bet: 177, Type:5
Hand: QQ555, Bet: 846, Type:5
Hand: QQ777, Bet: 671, Type:5
Hand: QQ99Q, Bet: 540, Type:5
Hand: QAAJQ, Bet: 98, Type:5
Hand: QAAQQ, Bet: 684, Type:5
Hand: K444K, Bet: 888, Type:5
Hand: K5KK5, Bet: 433, Type:5
Hand: K6KK6, Bet: 260, Type:5
Hand: K77K7, Bet: 112, Type:5
Hand: KTTKK, Bet: 828, Type:5
Hand: KJ99K, Bet: 778, Type:5
Hand: KJK33, Bet: 921, Type:5
Hand: KK222, Bet: 150, Type:5
Hand: KK77K, Bet: 768, Type:5
Hand: KK999, Bet: 374, Type:5
Hand: KKJAA, Bet: 712, Type:5
Hand: KKK44, Bet: 875, Type:5
Hand: A22AA, Bet: 880, Type:5
Hand: A44A4, Bet: 506, Type:5
Hand: A555A, Bet: 111, Type:5
Hand: A66JA, Bet: 638, Type:5
Hand: A6A66, Bet: 683, Type:5
Hand: A8A8J, Bet: 29, Type:5
Hand: AJ77A, Bet: 131, Type:5
Hand: AKKKA, Bet: 294, Type:5
Hand: AKAKA, Bet: 283, Type:5
Hand: AA33A, Bet: 620, Type:5
Hand: AA3J3, Bet: 61, Type:5
Hand: AA4A4, Bet: 321, Type:5
Hand: AA55A, Bet: 765, Type:5
Hand: AATAT, Bet: 281, Type:5
Hand: 22232, Bet: 882, Type:6
Hand: 22242, Bet: 279, Type:6
Hand: 22262, Bet: 920, Type:6
Hand: 222J5, Bet: 443, Type:6
Hand: 222J9, Bet: 43, Type:6
Hand: 223J2, Bet: 429, Type:6
Hand: 28222, Bet: 476, Type:6
Hand: 2T222, Bet: 758, Type:6
Hand: 2J72J, Bet: 884, Type:6
Hand: 2Q222, Bet: 438, Type:6
Hand: 2Q2J2, Bet: 230, Type:6
Hand: 2QQJQ, Bet: 858, Type:6
Hand: 2AJAA, Bet: 153, Type:6
Hand: 32333, Bet: 87, Type:6
Hand: 3333K, Bet: 362, Type:6
Hand: 33633, Bet: 47, Type:6
Hand: 33733, Bet: 50, Type:6
Hand: 33833, Bet: 538, Type:6
Hand: 33Q33, Bet: 607, Type:6
Hand: 34444, Bet: 380, Type:6
Hand: 3444J, Bet: 693, Type:6
Hand: 36J33, Bet: 223, Type:6
Hand: 3QJQQ, Bet: 309, Type:6
Hand: 3A333, Bet: 292, Type:6
Hand: 3AAAA, Bet: 699, Type:6
Hand: 444QJ, Bet: 210, Type:6
Hand: 44644, Bet: 73, Type:6
Hand: 45555, Bet: 488, Type:6
Hand: 45J44, Bet: 390, Type:6
Hand: 48888, Bet: 624, Type:6
Hand: 4J4T4, Bet: 534, Type:6
Hand: 52222, Bet: 269, Type:6
Hand: 52J55, Bet: 217, Type:6
Hand: 55553, Bet: 505, Type:6
Hand: 555A5, Bet: 622, Type:6
Hand: 55755, Bet: 737, Type:6
Hand: 56555, Bet: 110, Type:6
Hand: 58555, Bet: 31, Type:6
Hand: 59555, Bet: 612, Type:6
Hand: 5J7J7, Bet: 71, Type:6
Hand: 5J9J5, Bet: 233, Type:6
Hand: 5Q555, Bet: 330, Type:6
Hand: 5K5J5, Bet: 961, Type:6
Hand: 5AAAA, Bet: 679, Type:6
Hand: 626JJ, Bet: 652, Type:6
Hand: 66696, Bet: 2, Type:6
Hand: 666K6, Bet: 678, Type:6
Hand: 66766, Bet: 99, Type:6
Hand: 669J6, Bet: 352, Type:6
Hand: 66J86, Bet: 434, Type:6
Hand: 6766J, Bet: 272, Type:6
Hand: 6T666, Bet: 834, Type:6
Hand: 6J646, Bet: 26, Type:6
Hand: 6J777, Bet: 64, Type:6
Hand: 72222, Bet: 116, Type:6
Hand: 72777, Bet: 667, Type:6
Hand: 727J7, Bet: 423, Type:6
Hand: 73777, Bet: 990, Type:6
Hand: 77677, Bet: 199, Type:6
Hand: 7775J, Bet: 518, Type:6
Hand: 777J9, Bet: 629, Type:6
Hand: 777AJ, Bet: 689, Type:6
Hand: 77TJ7, Bet: 601, Type:6
Hand: 78888, Bet: 106, Type:6
Hand: 799JJ, Bet: 10, Type:6
Hand: 87777, Bet: 214, Type:6
Hand: 878JJ, Bet: 822, Type:6
Hand: 88882, Bet: 982, Type:6
Hand: 88883, Bet: 951, Type:6
Hand: 88889, Bet: 805, Type:6
Hand: 888J3, Bet: 784, Type:6
Hand: 888KJ, Bet: 889, Type:6
Hand: 88J68, Bet: 763, Type:6
Hand: 8T888, Bet: 627, Type:6
Hand: 8AAAA, Bet: 80, Type:6
Hand: 92222, Bet: 527, Type:6
Hand: 9299J, Bet: 379, Type:6
Hand: 99399, Bet: 315, Type:6
Hand: 994J9, Bet: 183, Type:6
Hand: 9959J, Bet: 588, Type:6
Hand: 996JJ, Bet: 357, Type:6
Hand: 99996, Bet: 913, Type:6
Hand: 999QJ, Bet: 922, Type:6
Hand: 9JJ33, Bet: 787, Type:6
Hand: 9Q999, Bet: 126, Type:6
Hand: 9AAAA, Bet: 133, Type:6
Hand: T2TTT, Bet: 600, Type:6
Hand: T5TJJ, Bet: 319, Type:6
Hand: T7777, Bet: 705, Type:6
Hand: T99J9, Bet: 139, Type:6
Hand: T9JTT, Bet: 161, Type:6
Hand: TT5TT, Bet: 613, Type:6
Hand: TTT7J, Bet: 145, Type:6
Hand: TTTT3, Bet: 883, Type:6
Hand: TTTT9, Bet: 395, Type:6
Hand: TTTQT, Bet: 340, Type:6
Hand: TTTQJ, Bet: 814, Type:6
Hand: TTKTT, Bet: 422, Type:6
Hand: TTKTJ, Bet: 9, Type:6
Hand: J3338, Bet: 914, Type:6
Hand: J4JKK, Bet: 477, Type:6
Hand: J5535, Bet: 931, Type:6
Hand: J5J3J, Bet: 657, Type:6
Hand: J66JT, Bet: 968, Type:6
Hand: J774J, Bet: 772, Type:6
Hand: J7Q77, Bet: 406, Type:6
Hand: J88A8, Bet: 995, Type:6
Hand: J8J77, Bet: 187, Type:6
Hand: J9969, Bet: 647, Type:6
Hand: JTTT5, Bet: 653, Type:6
Hand: JJT22, Bet: 176, Type:6
Hand: JJT6T, Bet: 66, Type:6
Hand: JJK3K, Bet: 445, Type:6
Hand: JQ888, Bet: 198, Type:6
Hand: JQJQ8, Bet: 685, Type:6
Hand: JK777, Bet: 385, Type:6
Hand: JKKKQ, Bet: 44, Type:6
Hand: JAJAQ, Bet: 51, Type:6
Hand: JAAA6, Bet: 729, Type:6
Hand: Q4444, Bet: 917, Type:6
Hand: Q66J6, Bet: 231, Type:6
Hand: Q9QQQ, Bet: 216, Type:6
Hand: QQ2QQ, Bet: 672, Type:6
Hand: QQ5QJ, Bet: 820, Type:6
Hand: QQ5QQ, Bet: 388, Type:6
Hand: QQQQ6, Bet: 54, Type:6
Hand: QQQQ8, Bet: 539, Type:6
Hand: QQQQA, Bet: 544, Type:6
Hand: QQQKQ, Bet: 680, Type:6
Hand: K2KKK, Bet: 7, Type:6
Hand: K4444, Bet: 924, Type:6
Hand: K7777, Bet: 916, Type:6
Hand: K7KKK, Bet: 205, Type:6
Hand: K9999, Bet: 634, Type:6
Hand: KJ333, Bet: 119, Type:6
Hand: KJ444, Bet: 553, Type:6
Hand: KJK7K, Bet: 275, Type:6
Hand: KK3JK, Bet: 915, Type:6
Hand: KK8JK, Bet: 74, Type:6
Hand: KKJ9K, Bet: 597, Type:6
Hand: KKQKK, Bet: 72, Type:6
Hand: KKKJ5, Bet: 668, Type:6
Hand: KAKKK, Bet: 486, Type:6
Hand: A3JAA, Bet: 263, Type:6
Hand: A6AAA, Bet: 307, Type:6
Hand: A9JAA, Bet: 905, Type:6
Hand: AJJA9, Bet: 989, Type:6
Hand: AJAKA, Bet: 157, Type:6
Hand: AKAAA, Bet: 101, Type:6
Hand: AAAQJ, Bet: 284, Type:6
Hand: AAAA2, Bet: 227, Type:6
Hand: 2222J, Bet: 631, Type:7
Hand: 3333J, Bet: 162, Type:7
Hand: 44J44, Bet: 783, Type:7
Hand: 4J4J4, Bet: 142, Type:7
Hand: 5J555, Bet: 49, Type:7
Hand: 6666J, Bet: 955, Type:7
Hand: 66J6J, Bet: 163, Type:7
Hand: 7J777, Bet: 771, Type:7
Hand: 888J8, Bet: 929, Type:7
Hand: 9J999, Bet: 255, Type:7
Hand: TJTTT, Bet: 632, Type:7
Hand: TJJJT, Bet: 35, Type:7
Hand: J3J33, Bet: 999, Type:7
Hand: J77J7, Bet: 559, Type:7
Hand: J88J8, Bet: 780, Type:7
Hand: J99J9, Bet: 681, Type:7
Hand: JTJTT, Bet: 643, Type:7
Hand: JJ222, Bet: 824, Type:7
Hand: JJ555, Bet: 136, Type:7
Hand: JJJ8J, Bet: 450, Type:7
Hand: JJJJJ, Bet: 358, Type:7
Hand: JAAAA, Bet: 96, Type:7
Hand: QQQJQ, Bet: 500, Type:7
Hand: KKKJK, Bet: 497, Type:7
Hand: AJAJJ, Bet: 89, Type:7
Hand: AJAJA, Bet: 911, Type:7
Part 2: 246307620
